idrealestate,type,typeOfOffer,city,municipality,squareFootage,constructionYear,landArea,floorInfo,registration,heatingType,roomNo,bathroomNo,price,country,con,pl,pumpaIliKalorimetri
8330,flat,sale,Beograd,Voždovac,100,NULL,NULL,"3 / 5",NULL,Centralno,4,NULL,220000,Srbija,Novogradnja,NULL,NULL
8331,flat,sale,"Novi Sad","Liman 1",49,NULL,NULL,"- / -",NULL,NULL,NULL,NULL,101000,Srbija,NULL,NULL,NULL
8332,flat,sale,Beograd,"Vračar (Centar)",78,NULL,NULL,"3 / 4",Da,Klima,2,NULL,159000,Srbija,Izvorno,NULL,NULL
8333,flat,sale,Beograd,Žarkovo,100,NULL,NULL,"- / -",NULL,NULL,5,NULL,88000,Srbija,Izvorno,NULL,NULL
8334,flat,sale,"Novi Sad",Podbara,31,NULL,NULL,"- / 3",NULL,Centralno,NULL,NULL,51000,Srbija,NULL,NULL,NULL
8335,flat,sale,Beograd,Železnik,41,NULL,NULL,"- / 2",NULL,Samostalno,2,NULL,37000,Srbija,Standardna,NULL,NULL
8336,flat,sale,Beograd,"Dedinje (RTV Pink)",132,NULL,NULL,"1 / 4",Da,NULL,4,NULL,304574,Srbija,Novogradnja,NULL,NULL
8337,flat,sale,Beograd,"Novi Beograd Blok 19a",120,NULL,NULL,"9 / 10",Da,"Centralno, Klima",3,NULL,235000,Srbija,Izvorno,NULL,NULL
8338,home,sale,"Novi Sad",Klisa,338,NULL,NULL,NULL,NULL,NULL,NULL,NULL,198790,Srbija,NULL,NULL,NULL
8339,flat,sale,Beograd,Kotež,25,NULL,NULL,"2 / 3",Da,Klima,1,NULL,35000,Srbija,Novogradnja,NULL,NULL
8340,flat,sale,Beograd,"Borča III",42,NULL,NULL,"4 / 6",NULL,Samostalno,2,NULL,42000,Srbija,Novogradnja,NULL,NULL
8341,flat,sale,Beograd,"Vračar (Centar)",63,2004,NULL,"- / 3",NULL,Centralno,3,NULL,126000,Srbija,Novogradnja,NULL,NULL
8342,flat,sale,Beograd,"Dedinje (RTV Pink)",90,NULL,NULL,"- / 3",Da,NULL,3,NULL,217703,Srbija,Novogradnja,NULL,NULL
8343,flat,sale,Beograd,Rakovica,71,NULL,NULL,"3 / 3",NULL,NULL,4,NULL,64000,Srbija,Novogradnja,NULL,NULL
8344,flat,sale,Beograd,"Dedinje (RTV Pink)",78,NULL,NULL,"1 / 3",NULL,NULL,3,NULL,215000,Srbija,U,NULL,NULL
8345,home,sale,Beograd,"Dedinje (RTV Pink)",220,2008,NULL,NULL,Da,NULL,6,NULL,620000,Srbija,Standardna,NULL,NULL
8346,flat,sale,Beograd,"Novi Beograd Blok 23",70,NULL,NULL,"9 / 11",Da,Centralno,3,NULL,120000,Srbija,Izvorno,NULL,NULL
8347,flat,rent,Beograd,"Vračar (Centar)",75,NULL,NULL,"2 / 6",NULL,"Centralno, Klima",3,NULL,450,Srbija,Izvorno,NULL,NULL
8348,flat,sale,Beograd,"Dedinje (RTV Pink)",78,2019,NULL,"3 / 4",Da,NULL,3,NULL,189582,Srbija,Novogradnja,NULL,NULL
8349,flat,rent,Beograd,"Novi Beograd Blok 21 (10. Gimnazija)",67,NULL,NULL,"14 / 17",NULL,"Centralno, Klima",3,1,600,Srbija,Izvorno,NULL,NULL
8350,flat,sale,Beograd,Zvezdara,45,NULL,NULL,"- / -",Da,Klima,2,NULL,65000,Srbija,Izvorno,NULL,NULL
8351,flat,sale,Beograd,"Višnjička banja",47,2019,NULL,"- / 3",Da,Samostalno,2,NULL,56400,Srbija,Novogradnja,NULL,NULL
8352,flat,rent,Beograd,"Lekino brdo",80,NULL,NULL,"2 / -",NULL,"Centralno, Klima",3,1,500,Srbija,Novogradnja,NULL,NULL
8353,flat,sale,Beograd,Voždovac,58,2019,NULL,"4 / 6",NULL,Samostalno,2,NULL,63250,Srbija,Novogradnja,NULL,NULL
8354,flat,sale,Beograd,"Stari Grad",85,NULL,NULL,"- / 5",Da,"Centralno, Klima",3,NULL,197000,Srbija,Novogradnja,NULL,NULL
8355,flat,sale,Beograd,Rakovica,20,NULL,NULL,"- / 3",NULL,Samostalno,1,NULL,20000,Srbija,Standardna,NULL,NULL
8356,home,sale,Beograd,Sremčica,250,NULL,NULL,NULL,Da,Samostalno,5,NULL,139900,Srbija,Standardna,NULL,NULL
8357,flat,sale,Beograd,Zvezdara,31,NULL,NULL,"- / 4",Da,NULL,2,NULL,67500,Srbija,Novogradnja,NULL,NULL
8358,home,sale,Beograd,Višnjica,760,2005,NULL,NULL,Da,Klima,11,NULL,650000,Srbija,Novogradnja,NULL,NULL
8359,flat,rent,Beograd,"Vračar (Centar)",86,2016,NULL,"3 / 7",NULL,"Centralno, Klima",3,NULL,1000,Srbija,Novogradnja,NULL,NULL
8360,home,sale,Beograd,Ledine,240,NULL,NULL,NULL,Da,"Samostalno, Klima",4,NULL,180000,Srbija,Novogradnja,NULL,NULL
8361,home,sale,NULL,NULL,235,NULL,NULL,NULL,Da,"Samostalno, Klima",6,NULL,170000,Srbija,Standardna,NULL,NULL
8362,flat,sale,Beograd,"Mirijevo I",120,2019,NULL,"- / -",Da,Samostalno,4,NULL,140000,Srbija,Novogradnja,NULL,NULL
8363,flat,rent,Beograd,"Novi Beograd Blok 31 (Merkator)",57,NULL,NULL,"1 / -",NULL,"Centralno, Klima",3,NULL,330,Srbija,Izvorno,NULL,NULL
8364,flat,sale,Beograd,"Novi Beograd Blok 30 (B92)",130,NULL,NULL,"5 / 5",Da,"Centralno, Klima",5,NULL,205000,Srbija,Izvorno,NULL,NULL
8365,flat,rent,Beograd,"Vračar (Centar)",100,NULL,NULL,"2 / 9",NULL,"Centralno, Klima",5,NULL,900,Srbija,Izvorno,NULL,NULL
8366,flat,rent,Beograd,"Centar (uži)",42,NULL,NULL,"2 / 4",NULL,"Samostalno, Klima",2,NULL,550,Srbija,Standardna,NULL,NULL
8367,flat,rent,Beograd,"Centar (uži)",56,NULL,NULL,"11 / 23",NULL,"Centralno, Klima",2,NULL,1100,Srbija,Novogradnja,NULL,NULL
8368,flat,sale,Beograd,"Stari Grad",166,NULL,NULL,"6 / 6",Da,Klima,4,NULL,500000,Srbija,U,NULL,NULL
8369,flat,sale,Beograd,"Stari Grad",110,NULL,NULL,"6 / 6",Da,Klima,4,NULL,301510,Srbija,U,NULL,NULL
8370,flat,sale,Beograd,"Vračar (Centar)",25,NULL,NULL,"- / 5",Da,Samostalno,2,NULL,35000,Srbija,Standardna,NULL,NULL
8371,home,sale,Beograd,"Mirijevo I",546,NULL,NULL,NULL,NULL,Samostalno,8,NULL,290000,Srbija,Novogradnja,NULL,NULL
8372,flat,sale,Beograd,Voždovac,71,NULL,NULL,"- / -",NULL,Centralno,3,NULL,97000,Srbija,Izvorno,NULL,NULL
8373,flat,sale,Beograd,"Vračar (Centar)",121,NULL,NULL,"1 / 5",Da,"Centralno, Klima",4,NULL,310000,Srbija,Novogradnja,NULL,NULL
8374,home,sale,Beograd,"Mirijevo I",180,1990,NULL,NULL,Da,"Samostalno, Klima",5,NULL,129000,Srbija,Izvorno,NULL,NULL
8375,home,sale,Beograd,"Borča III",200,NULL,NULL,NULL,Da,NULL,7,NULL,160000,Srbija,Izvorno,NULL,NULL
8376,flat,rent,Beograd,"Stari Grad",100,NULL,NULL,"5 / 5",NULL,"Samostalno, Klima",4,NULL,650,Srbija,Standardna,NULL,NULL
8377,home,sale,"Novi Sad",Telep,280,NULL,NULL,NULL,Da,Klima,7,NULL,270000,Srbija,Standardna,NULL,NULL
8378,flat,sale,Beograd,"Centar (uži)",94,20005,NULL,"4 / 5",Da,"Centralno, Klima",4,NULL,181700,Srbija,Novogradnja,NULL,NULL
8379,flat,sale,Beograd,Karaburma,59,2013,NULL,"5 / 5",NULL,NULL,2,NULL,63000,Srbija,Novogradnja,NULL,NULL
8380,flat,sale,Beograd,Voždovac,66,NULL,NULL,"2 / 4",NULL,Samostalno,3,NULL,130000,Srbija,U,NULL,NULL
8381,flat,sale,Beograd,Voždovac,63,NULL,NULL,"1 / 4",NULL,Samostalno,3,NULL,125740,Srbija,U,NULL,NULL
8382,flat,sale,Beograd,"Vračar (Centar)",101,NULL,NULL,"3 / 6",Da,"Centralno, Klima",4,NULL,290000,Srbija,Standardna,NULL,NULL
8383,home,sale,Beograd,Sremčica,200,NULL,NULL,NULL,NULL,Klima,3,NULL,148000,Srbija,Standardna,NULL,NULL
8384,flat,sale,Beograd,"Novi Beograd Blok 22",45,1981,NULL,"4 / 6",Da,Centralno,2,NULL,98000,Srbija,Standardna,NULL,NULL
8385,flat,rent,Beograd,"Novi Beograd Blok 44 (Piramida)",51,NULL,NULL,"5 / 7",NULL,"Centralno, Klima",2,NULL,250,Srbija,Izvorno,NULL,NULL
8386,home,sale,Beograd,Rakovica,110,NULL,NULL,NULL,Da,NULL,4,NULL,95000,Srbija,Novogradnja,NULL,NULL
8387,flat,sale,Beograd,"Savski venac",91,1960,NULL,"7 / 8",Da,Centralno,3,NULL,245000,Srbija,Standardna,NULL,NULL
8388,home,rent,Beograd,"Dedinje (Beli dvor)",350,NULL,NULL,NULL,NULL,"Samostalno, Klima",5,NULL,4200,Srbija,Standardna,NULL,NULL
8389,flat,sale,Beograd,Batajnica,60,NULL,NULL,"3 / 4",Da,Centralno,2,NULL,50500,Srbija,Izvorno,NULL,NULL
8390,flat,sale,Beograd,Voždovac,57,NULL,NULL,"- / 4",NULL,Samostalno,3,NULL,125370,Srbija,U,NULL,NULL
8391,home,sale,Beograd,Voždovac,600,NULL,NULL,NULL,Da,Klima,10,NULL,620000,Srbija,Izvorno,NULL,NULL
8392,flat,rent,Beograd,Voždovac,65,NULL,NULL,"2 / 6",NULL,Centralno,2,NULL,250,Srbija,Izvorno,NULL,NULL
8393,flat,sale,Beograd,"Centar (uži)",119,NULL,NULL,"3 / 4",Da,"Centralno, Klima",3,NULL,238000,Srbija,Izvorno,NULL,NULL
8394,flat,sale,"Stara Pazova",Hvjezdoslavova,75,NULL,NULL,"3 / 3",Da,NULL,3,NULL,61500,Srbija,Novogradnja,NULL,NULL
8395,home,sale,Beograd,"Borča III",360,1990,NULL,NULL,Da,"Centralno, Klima",5,NULL,260000,Srbija,Izvorno,NULL,NULL
8396,flat,sale,"Stara Pazova",Hvjezdoslavova,59,NULL,NULL,"2 / 3",Da,NULL,3,NULL,48600,Srbija,Novogradnja,NULL,NULL
8397,flat,sale,"Stara Pazova",Hvjezdoslavova,79,NULL,NULL,"- / 3",Da,NULL,3,NULL,64780,Srbija,Novogradnja,NULL,NULL
8398,flat,rent,Beograd,"Centar (uži)",57,NULL,NULL,"16 / 18",NULL,"Centralno, Klima",2,NULL,850,Srbija,Novogradnja,NULL,NULL
8399,flat,sale,"Stara Pazova",Hvjezdoslavova,71,NULL,NULL,"1 / 3",Da,NULL,3,NULL,58220,Srbija,Novogradnja,NULL,NULL
8400,flat,sale,Beograd,Voždovac,45,2019,NULL,"3 / -",NULL,Samostalno,2,NULL,51750,Srbija,Novogradnja,NULL,NULL
8401,flat,sale,Beograd,"Novi Beograd Blok 28 (Potkovica)",60,NULL,NULL,"5 / 11",Da,Centralno,2,NULL,112000,Srbija,Standardna,NULL,NULL
8402,home,sale,Beograd,Voždovac,257,NULL,NULL,NULL,Da,"Samostalno, Klima",5,NULL,149900,Srbija,Standardna,NULL,NULL
8403,flat,sale,Beograd,Voždovac,45,NULL,NULL,"1 / 4",Da,Samostalno,2,NULL,51750,Srbija,Novogradnja,NULL,NULL
8404,flat,sale,"Novi Sad","Detelinara nova",72,NULL,NULL,"6 / 6",Da,Centralno,3,NULL,72000,Srbija,Standardna,NULL,NULL
8405,home,sale,Kać,NULL,101,NULL,NULL,NULL,NULL,NULL,NULL,NULL,82400,Srbija,NULL,NULL,NULL
8406,flat,sale,Beograd,Žarkovo,74,NULL,NULL,"1 / 3",Da,Samostalno,3,NULL,102000,Srbija,Izvorno,NULL,NULL
8407,flat,sale,Beograd,"Stari Grad",36,NULL,NULL,"3 / 6",Da,Centralno,2,NULL,108000,Srbija,Izvorno,NULL,NULL
8408,flat,sale,Beograd,"Vračar (Centar)",30,NULL,NULL,"1 / 5",Da,Centralno,1,NULL,86000,Srbija,Standardna,NULL,NULL
8409,flat,sale,Beograd,Zvezdara,86,2019,NULL,"1 / 7",Da,Centralno,3,NULL,150500,Srbija,Novogradnja,NULL,NULL
8410,flat,sale,Beograd,Zvezdara,88,2019,NULL,"1 / 7",Da,Centralno,3,NULL,149600,Srbija,Novogradnja,NULL,NULL
8411,home,sale,Beograd,Železnik,400,NULL,NULL,NULL,NULL,Samostalno,6,NULL,95000,Srbija,Izvorno,NULL,NULL
8412,flat,sale,Beograd,"Vračar (Centar)",182,2005,NULL,"5 / 6",Da,"Centralno, Klima",4,NULL,527800,Srbija,Novogradnja,NULL,NULL
8413,flat,sale,Beograd,Zvezdara,125,2019,NULL,"5 / 7",Da,Centralno,4,NULL,225000,Srbija,Novogradnja,NULL,NULL
8414,flat,sale,Beograd,Zvezdara,123,2019,NULL,"5 / 7",Da,Centralno,4,NULL,221400,Srbija,Novogradnja,NULL,NULL
8415,flat,sale,Beograd,"Zemun (Centar)",49,NULL,NULL,"- / -",Da,NULL,2,NULL,62000,Srbija,Izvorno,NULL,NULL
8416,flat,sale,Beograd,"Novi Beograd Blok 38 (OŠ Ratko Mitrović)",70,NULL,NULL,"20 / 30",Da,"Centralno, Klima",3,NULL,102000,Srbija,Izvorno,NULL,NULL
8417,home,sale,Beograd,Karaburma,360,NULL,NULL,NULL,Da,Samostalno,5,NULL,400000,Srbija,Izvorno,NULL,NULL
8418,flat,sale,Beograd,"Stari Grad",70,NULL,NULL,"- / 1",Da,NULL,3,NULL,89000,Srbija,Izvorno,NULL,NULL
8419,flat,sale,Beograd,Voždovac,124,NULL,NULL,"2 / 5",NULL,Centralno,4,NULL,273000,Srbija,Novogradnja,NULL,NULL
8420,flat,sale,Beograd,Palilula,116,NULL,NULL,"3 / 3",Da,"Samostalno, Klima",5,NULL,160000,Srbija,Standardna,NULL,NULL
8421,flat,sale,Beograd,"Vračar (Centar)",128,2005,NULL,"5 / 6",Da,"Centralno, Klima",2,NULL,384000,Srbija,Novogradnja,NULL,NULL
8422,flat,sale,Beograd,"Mirijevo I",54,1980,NULL,"- / 6",Da,Centralno,2,NULL,40000,Srbija,Izvorno,NULL,NULL
8423,flat,sale,Niš,NULL,31,NULL,NULL,"- / 4",Da,Samostalno,2,1,32000,Srbija,Standardna,NULL,NULL
8424,flat,sale,Beograd,"Zemun (Meandri)",62,NULL,NULL,"1 / 3",NULL,NULL,2,1,99680,Srbija,U,NULL,NULL
8425,flat,sale,"Novi Sad",Bulevar,100,NULL,NULL,"5 / 5",NULL,Centralno,5,2,118450,Srbija,Standardna,NULL,NULL
8426,home,sale,Beograd,Rakovica,70,NULL,NULL,NULL,Da,Samostalno,4,NULL,100000,Srbija,Izvorno,NULL,NULL
8427,flat,sale,Beograd,Zvezdara,174,2019,NULL,"7 / 7",Da,Centralno,4,NULL,330600,Srbija,Novogradnja,NULL,NULL
8428,flat,sale,Beograd,"Mirijevo III",47,NULL,NULL,"2 / 3",NULL,Samostalno,2,1,51500,Srbija,Novogradnja,NULL,NULL
8429,flat,sale,Beograd,"Višnjička banja",44,NULL,NULL,"3 / 5",NULL,Centralno,2,1,55000,Srbija,U,NULL,kalorimetri
8430,flat,sale,Beograd,"Cvetkova pijaca",43,NULL,NULL,"0 / 1",Da,Samostalno,2,1,60000,Srbija,Izvorno,NULL,NULL
8431,flat,sale,Beograd,Voždovac,34,NULL,NULL,"1 / 7",Da,Samostalno,2,1,63680,Srbija,U,NULL,NULL
8432,flat,sale,"Novi Sad",Bulevar,57,NULL,NULL,"2 / -",NULL,Centralno,3,1,126230,Srbija,U,NULL,NULL
8433,flat,rent,Beograd,"Vračar (Centar)",40,NULL,NULL,"- / 5",NULL,Samostalno,2,NULL,300,Srbija,Izvorno,NULL,NULL
8434,flat,sale,Beograd,"Banovo brdo",113,NULL,NULL,"0 / 3",Da,Samostalno,3.5,2,260000,Srbija,Novogradnja,NULL,NULL
8435,flat,sale,Beograd,"Beograd na vodi",30,NULL,NULL,"16 / 22",NULL,Centralno,1,1,107000,Srbija,Novogradnja,NULL,NULL
8436,flat,sale,Pančevo,"Žarka Zrenjanina",120,NULL,NULL,"2 / 2",Da,"Samostalno, Klima",2,NULL,95000,Srbija,Izvorno,NULL,NULL
8437,flat,sale,Beograd,Čubura,37,NULL,NULL,"1 / 4",Da,Samostalno,1.5,1,98500,Srbija,NULL,NULL,NULL
8438,flat,sale,"Novi Sad",Bulevar,64,NULL,NULL,"- / -",Da,NULL,NULL,NULL,98880,Srbija,NULL,NULL,NULL
8439,flat,rent,Beograd,"Vukov spomenik",42,NULL,NULL,"3 / 5",Da,Centralno,1.5,1,400,Srbija,NULL,NULL,NULL
8440,flat,sale,"Novi Sad","Subotički bulevar",41,NULL,NULL,"3 / 5",Da,Centralno,2,1,62000,Srbija,Novogradnja,NULL,NULL
8441,flat,sale,Pančevo,"Vojvode Petra Bojovica",55,NULL,NULL,"4 / 5",Da,"Centralno, Klima",3,NULL,50000,Srbija,Izvorno,NULL,NULL
8442,home,sale,"Sremska Kamenica","Tatarsko brdo",356,NULL,NULL,NULL,NULL,NULL,NULL,NULL,463500,Srbija,NULL,NULL,NULL
8443,flat,sale,Niš,Pantelej,34,NULL,NULL,"- / -",NULL,NULL,NULL,NULL,32100,Srbija,Standardna,NULL,NULL
8444,flat,sale,"Novi Sad",Bulevar,67,NULL,NULL,"- / -",NULL,Centralno,NULL,NULL,NULL,Srbija,NULL,NULL,NULL
8445,flat,sale,"Novi Sad",Centar,38,NULL,NULL,"- / -",Da,NULL,NULL,NULL,58200,Srbija,NULL,NULL,NULL
8446,flat,sale,Beograd,Karaburma,65,NULL,NULL,"- / 3",Da,"Samostalno, Klima",2,1,73000,Srbija,Novogradnja,NULL,NULL
8447,flat,sale,Beograd,Karaburma,65,NULL,NULL,"1 / 3",Da,"Samostalno, Klima",2,1,81000,Srbija,Novogradnja,NULL,NULL
8448,flat,sale,Beograd,Ledine,55,2010,NULL,"2 / 2",Da,"Samostalno, Klima",2,1,61900,Srbija,Standardna,NULL,NULL
8449,flat,sale,Beograd,Konjarnik,51,NULL,NULL,"- / 4",Da,"Centralno, Klima",2,1,82000,Srbija,Standardna,NULL,NULL
8450,flat,sale,Beograd,"Novi Beograd Blok 70a",66,NULL,NULL,"4 / 8",Da,"Centralno, Klima",2,1,115000,Srbija,Izvorno,NULL,NULL
8451,flat,sale,Beograd,"Novi Beograd Blok 7 (Paviljoni)",54,NULL,NULL,"- / 5",Da,Klima,2,1,105000,Srbija,Izvorno,NULL,NULL
8452,flat,sale,Beograd,"Kalenić pijaca",42,NULL,NULL,"3 / 11",Da,"Centralno, Klima",2,1,125000,Srbija,Izvorno,NULL,NULL
8453,flat,sale,Beograd,"Gornji Dorćol",63,NULL,NULL,"- / 5",Da,"Centralno, Klima",2,1,157500,Srbija,Izvorno,NULL,NULL
8454,flat,sale,Beograd,"Zemun (Meandri)",58,NULL,NULL,"1 / 3",Da,"Samostalno, Klima",2,1,112000,Srbija,Novogradnja,NULL,NULL
8455,flat,sale,Beograd,"Učiteljsko naselje",55,2019,NULL,"- / 5",Da,Klima,2,1,125000,Srbija,Standardna,NULL,NULL
8456,flat,sale,Beograd,Voždovac,63,NULL,NULL,"- / -",Da,"Centralno, Klima",2,1,119700,Srbija,Standardna,NULL,NULL
8457,flat,sale,Beograd,"Učiteljsko naselje",65,NULL,NULL,"- / 3",Da,"Samostalno, Klima",2,1,92000,Srbija,Novogradnja,NULL,NULL
8458,flat,sale,Beograd,"Lekino brdo",31,NULL,NULL,"- / 1",Da,Samostalno,2,1,50000,Srbija,Izvorno,NULL,NULL
8459,flat,sale,Beograd,Lion,61,NULL,NULL,"2 / 8",Da,"Centralno, Klima",2,1,114000,Srbija,Standardna,NULL,NULL
8460,flat,sale,Beograd,"Novi Beograd Blok 64",58,NULL,NULL,"9 / 10",Da,"Centralno, Klima",2,1,125000,Srbija,Standardna,NULL,NULL
8461,flat,sale,Beograd,"Dedinje (Beli dvor)",57,NULL,NULL,"4 / 5",Da,Klima,2,1,110000,Srbija,Novogradnja,NULL,NULL
8462,flat,sale,Beograd,Bogoslovija,57,2020,NULL,"1 / 5",NULL,Samostalno,3,1,94000,Srbija,Novogradnja,NULL,NULL
8463,flat,sale,"Novi Sad",Salajka,43,NULL,NULL,"- / -",NULL,NULL,NULL,NULL,64550,Srbija,U,NULL,NULL
8464,flat,sale,Beograd,"Centar (uži)",74,NULL,NULL,"1 / 2",Da,"Centralno, Klima",2,1,385000,Srbija,Standardna,NULL,NULL
8465,flat,sale,"Novi Sad","Cara Dušana",48,NULL,NULL,"- / -",NULL,Centralno,NULL,NULL,NULL,Srbija,NULL,NULL,NULL
8466,flat,sale,Beograd,"Mirijevo I",96,NULL,NULL,"- / 3",NULL,Samostalno,2,NULL,96000,Srbija,Novogradnja,NULL,NULL
8467,flat,sale,"Novi Sad",Grbavica,24,NULL,NULL,"2 / 5",Da,NULL,NULL,NULL,50470,Srbija,NULL,NULL,NULL
8468,flat,sale,Beograd,"Vračar (Centar)",46,NULL,NULL,"- / 4",Da,Centralno,2,1,87000,Srbija,Standardna,NULL,NULL
8469,flat,sale,Beograd,"Novi Beograd Blok 70 (Kineski TC)",58,NULL,NULL,"2 / 14",Da,"Centralno, Klima",2,1,115000,Srbija,Izvorno,NULL,NULL
8470,flat,rent,Beograd,"Mirijevo II",70,NULL,NULL,"8 / 9",Da,Centralno,3,2,NULL,Srbija,Izvorno,NULL,NULL
8471,flat,sale,"Novi Sad",Centar,36,NULL,NULL,"- / -",Da,NULL,NULL,NULL,49440,Srbija,NULL,NULL,NULL
8472,flat,sale,"Novi Sad",Centar,92,NULL,NULL,"- / -",Da,NULL,NULL,NULL,159650,Srbija,Novogradnja,NULL,NULL
8473,flat,sale,"Novi Sad",Telep,39,NULL,NULL,"3 / 3",Da,Centralno,2,1,59740,Srbija,NULL,NULL,NULL
8474,flat,sale,Beograd,"Zemun (Save Kovačevića)",58,NULL,NULL,"6 / 11",Da,"Centralno, Klima",2,1,79000,Srbija,Izvorno,NULL,NULL
8475,flat,sale,"Novi Sad",Grbavica,70,NULL,NULL,"- / -",NULL,Centralno,NULL,NULL,NULL,Srbija,NULL,NULL,NULL
8476,flat,sale,"Novi Sad",Rotkvarija,58,NULL,NULL,"- / -",NULL,Centralno,NULL,NULL,NULL,Srbija,NULL,NULL,NULL
8477,flat,rent,Beograd,Voždovac,38,NULL,NULL,"6 / 8",NULL,"Centralno, Klima",1,1,200,Srbija,NULL,NULL,NULL
8478,flat,sale,"Novi Sad","Somborski bulevar",47,NULL,NULL,"- / -",NULL,Centralno,NULL,NULL,NULL,Srbija,NULL,NULL,NULL
8479,flat,sale,"Novi Sad",Kamenjar,76,NULL,NULL,"1 / -",Da,Samostalno,4,1,82190,Srbija,Novogradnja,NULL,NULL
8480,flat,sale,"Novi Sad","Liman 1",83,NULL,NULL,"- / -",Da,NULL,3,2,136790,Srbija,NULL,NULL,NULL
8481,flat,sale,Beograd,Neimar,38,NULL,NULL,"- / 1",Da,Centralno,1.5,1,92000,Srbija,NULL,NULL,NULL
8482,flat,sale,"Novi Sad",Centar,107,NULL,NULL,"3 / 3",Da,Centralno,NULL,NULL,133900,Srbija,NULL,NULL,NULL
8483,flat,sale,Beograd,"Banovo brdo",102,NULL,NULL,"2 / 4",Da,Centralno,4,2,240000,Srbija,Novogradnja,NULL,NULL
8484,flat,sale,"Novi Sad",Petrovaradin,45,NULL,NULL,"- / -",NULL,Centralno,NULL,NULL,NULL,Srbija,NULL,NULL,NULL
8485,flat,sale,"Novi Sad",Socijalno,41,NULL,NULL,"- / -",Da,NULL,2,1,80430,Srbija,NULL,NULL,NULL
8486,flat,sale,"Novi Sad",Petrovaradin,48,NULL,NULL,"- / -",NULL,Centralno,NULL,NULL,NULL,Srbija,NULL,NULL,NULL
8487,flat,sale,Beograd,"Vračar (Centar)",31,NULL,NULL,"0 / 5",Da,NULL,NULL,1,85000,Srbija,NULL,NULL,NULL
8488,flat,sale,"Novi Sad",Telep,39,NULL,NULL,"3 / 3",Da,Centralno,2,1,59740,Srbija,Novogradnja,NULL,NULL
8489,flat,sale,"Novi Sad",Petrovaradin,54,NULL,NULL,"- / -",NULL,Centralno,NULL,NULL,NULL,Srbija,NULL,NULL,NULL
8490,flat,sale,Beograd,"Bežanijska kosa III",49,NULL,NULL,"3 / 6",Da,Centralno,2,1,78000,Srbija,Novogradnja,NULL,NULL
8491,flat,sale,"Novi Sad",Podbara,80,NULL,NULL,"1 / -",Da,Centralno,4,2,140080,Srbija,Novogradnja,NULL,NULL
8492,flat,sale,"Novi Sad",Petrovaradin,62,NULL,NULL,"- / -",NULL,Centralno,NULL,NULL,NULL,Srbija,NULL,NULL,NULL
8493,flat,sale,"Novi Sad",Grbavica,30,NULL,NULL,"1 / 5",Da,"Centralno, Klima",0,NULL,48000,Srbija,Standardna,NULL,NULL
8494,flat,sale,Niš,Durlan,43,NULL,NULL,"0 / -",Da,Samostalno,1,NULL,34000,Srbija,Novogradnja,NULL,NULL
8495,flat,rent,Beograd,"Cvetanova ćuprija",50,NULL,NULL,"1 / 1",Da,Samostalno,1,1,150,Srbija,Standardna,NULL,NULL
8496,flat,sale,Beograd,"Novi Beograd Blok 62",63,1980,NULL,"4 / 14",Da,"Centralno, Klima",3,1,107000,Srbija,Izvorno,NULL,NULL
8497,flat,sale,"Novi Sad",Grbavica,35,NULL,NULL,"- / -",Da,NULL,NULL,NULL,67980,Srbija,Novogradnja,NULL,NULL
8498,flat,sale,"Novi Sad","Detelinara nova",64,NULL,NULL,"1 / 5",Da,Centralno,NULL,NULL,87550,Srbija,NULL,NULL,NULL
8499,flat,rent,Beograd,"Centar (uži)",45,NULL,NULL,"1 / -",NULL,"Centralno, Klima",2,1,250,Srbija,Novogradnja,NULL,NULL
8500,flat,rent,Beograd,"Stari Grad",90,NULL,NULL,"4 / 6",NULL,"Samostalno, Klima",2,1,650,Srbija,Izvorno,NULL,NULL
8501,flat,sale,"Novi Sad","Somborski bulevar",40,NULL,NULL,"- / -",Da,NULL,2,1,58710,Srbija,NULL,NULL,NULL
8502,flat,sale,"Novi Sad",Petrovaradin,28,NULL,NULL,"- / -",NULL,Centralno,NULL,NULL,NULL,Srbija,NULL,NULL,NULL
8503,flat,rent,Niš,Centar,51,NULL,NULL,"9 / -",NULL,Centralno,2,NULL,300,Srbija,Standardna,NULL,NULL
8504,flat,rent,Beograd,"Novi Beograd Blok 70 (Kineski TC)",51,NULL,NULL,"2 / 4",NULL,"Centralno, Klima",2,NULL,450,Srbija,Novogradnja,NULL,NULL
8505,flat,sale,Beograd,"Savski venac",45,NULL,NULL,"- / -",Da,NULL,1,NULL,85000,Srbija,Izvorno,NULL,NULL
8506,flat,sale,Beograd,"Zemun (Gornji grad)",47,NULL,NULL,"- / 3",NULL,Samostalno,2,1,72000,Srbija,U,NULL,NULL
8507,flat,sale,Beograd,Zvezdara,88,NULL,NULL,"3 / 7",Da,Samostalno,4,NULL,307000,Srbija,Novogradnja,NULL,NULL
8508,home,sale,NULL,NULL,200,NULL,NULL,NULL,Da,NULL,5,NULL,85000,"Bosna i Hercegovina",Novogradnja,NULL,NULL
8509,flat,sale,Beograd,Zvezdara,57,2020,NULL,"1 / 5",Da,Centralno,3,NULL,107225,Srbija,Novogradnja,NULL,NULL
8510,flat,sale,Beograd,"Stari Grad",65,NULL,NULL,"7 / 7",Da,"Centralno, Klima",3,NULL,180000,Srbija,Izvorno,NULL,NULL
